cv_fold,vmse,vr2
0,0.4732290587286717,0.7625803781636373
1,0.41179760794819736,0.7807448188466035
2,0.34980731886503635,0.8080162211859773
3,0.403110960833762,0.7562645306078986
4,0.3502593202246302,0.7814203065364741
